d_model,nhead,ff_dim,num_layers,dropout,lr,batch_size,use_pos_weight,epochs,patience,early_stop_on,val_acc,val_precision,val_recall,val_f1,val_roc_auc,val_threshold,test_acc,test_precision,test_recall,test_f1,test_roc_auc
64,2,128,1,0.3,0.0003,32,False,50,2,roc_auc,0.6338028169014085,0.5675675675675675,0.6774193548387096,0.6176470588235294,0.6370967741935484,0.5,0.5204081632653061,0.5102040816326531,0.5208333333333334,0.5154639175257731,0.5195833333333333
256,8,256,3,0.3,0.0005,16,True,50,2,roc_auc,0.5492957746478874,0.49056603773584906,0.8387096774193549,0.6190476190476191,0.6370967741935484,0.17500000000000002,0.5306122448979592,0.5121951219512195,0.875,0.6461538461538462,0.5958333333333333
128,8,512,3,0.1,0.0005,16,True,50,2,roc_auc,0.5492957746478874,0.49122807017543857,0.9032258064516129,0.6363636363636364,0.6370967741935484,0.4,0.5918367346938775,0.55,0.9166666666666666,0.6875,0.60125
256,8,128,2,0.4,0.001,16,True,50,2,roc_auc,0.5211267605633803,0.47619047619047616,0.967741935483871,0.6382978723404256,0.6370967741935484,0.30000000000000004,0.5204081632653061,0.5054945054945055,0.9583333333333334,0.6618705035971223,0.6287499999999999
128,2,128,1,0.3,0.0005,32,True,50,2,roc_auc,0.5633802816901409,0.5,0.9354838709677419,0.651685393258427,0.6370967741935484,0.475,0.46938775510204084,0.4782608695652174,0.9166666666666666,0.6285714285714286,0.5175
64,8,128,1,0.2,0.0003,16,True,50,2,roc_auc,0.5915492957746479,0.5192307692307693,0.8709677419354839,0.6506024096385542,0.6370967741935484,0.42500000000000004,0.46938775510204084,0.4722222222222222,0.7083333333333334,0.5666666666666667,0.45416666666666666
64,8,512,3,0.2,0.0005,16,True,50,2,roc_auc,0.49295774647887325,0.4626865671641791,1.0,0.6326530612244898,0.6370967741935484,0.42500000000000004,0.4489795918367347,0.46511627906976744,0.8333333333333334,0.5970149253731343,0.47708333333333336
64,4,128,3,0.2,0.0005,16,False,50,2,roc_auc,0.6197183098591549,0.5476190476190477,0.7419354838709677,0.6301369863013698,0.6370967741935484,0.45000000000000007,0.5510204081632653,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5520833333333333
128,2,128,2,0.2,0.001,16,True,50,2,roc_auc,0.6197183098591549,0.5666666666666667,0.5483870967741935,0.5573770491803278,0.6362903225806452,0.125,0.5612244897959183,0.5471698113207547,0.6041666666666666,0.5742574257425742,0.605
128,4,256,3,0.1,0.0003,32,False,50,2,roc_auc,0.6056338028169014,0.5384615384615384,0.6774193548387096,0.6,0.6362903225806452,0.25,0.5816326530612245,0.5507246376811594,0.7916666666666666,0.6495726495726496,0.5929166666666666
64,4,128,1,0.2,0.001,32,True,50,2,roc_auc,0.5211267605633803,0.47619047619047616,0.967741935483871,0.6382978723404256,0.6362903225806452,0.375,0.4897959183673469,0.4888888888888889,0.9166666666666666,0.6376811594202898,0.48458333333333337
256,2,512,3,0.4,0.0003,16,False,50,2,roc_auc,0.4647887323943662,0.4492753623188406,1.0,0.62,0.6362903225806452,0.125,0.47959183673469385,0.4845360824742268,0.9791666666666666,0.6482758620689655,0.5975
256,2,256,3,0.1,0.001,16,False,50,2,roc_auc,0.6197183098591549,0.55,0.7096774193548387,0.6197183098591549,0.6362903225806452,0.1,0.5306122448979592,0.5172413793103449,0.625,0.5660377358490566,0.5591666666666667
256,8,512,3,0.3,0.001,16,True,50,2,roc_auc,0.6197183098591549,0.5454545454545454,0.7741935483870968,0.64,0.6362903225806451,0.1,0.5306122448979592,0.5147058823529411,0.7291666666666666,0.603448275862069,0.5533333333333333
128,2,512,3,0.3,0.0003,16,True,50,2,roc_auc,0.4507042253521127,0.4411764705882353,0.967741935483871,0.6060606060606061,0.6362903225806451,0.1,0.5102040816326531,0.5,0.9791666666666666,0.6619718309859155,0.6420833333333333
64,4,256,1,0.4,0.0003,32,True,50,2,roc_auc,0.5915492957746479,0.5192307692307693,0.8709677419354839,0.6506024096385542,0.6362903225806451,0.475,0.6122448979591837,0.5892857142857143,0.6875,0.6346153846153846,0.6754166666666668
64,8,512,3,0.3,0.001,32,False,50,2,roc_auc,0.6197183098591549,0.5476190476190477,0.7419354838709677,0.6301369863013698,0.6362903225806451,0.15000000000000002,0.4489795918367347,0.45714285714285713,0.6666666666666666,0.5423728813559322,0.48249999999999993
64,4,256,3,0.3,0.0003,16,True,50,2,roc_auc,0.5633802816901409,0.5,0.8387096774193549,0.6265060240963856,0.6362903225806451,0.4,0.5306122448979592,0.5138888888888888,0.7708333333333334,0.6166666666666667,0.5345833333333333
256,4,512,1,0.4,0.0005,16,True,50,2,roc_auc,0.5211267605633803,0.47619047619047616,0.967741935483871,0.6382978723404256,0.6362903225806451,0.35,0.4897959183673469,0.4883720930232558,0.875,0.6268656716417911,0.58375
128,2,256,3,0.3,0.0003,16,False,50,2,roc_auc,0.6056338028169014,0.5348837209302325,0.7419354838709677,0.6216216216216216,0.6362903225806451,0.42500000000000004,0.6020408163265306,0.5671641791044776,0.7916666666666666,0.6608695652173913,0.63
128,4,256,2,0.1,0.0003,16,True,50,2,roc_auc,0.5352112676056338,0.48333333333333334,0.9354838709677419,0.6373626373626373,0.6362903225806451,0.375,0.47959183673469385,0.4835164835164835,0.9166666666666666,0.6330935251798561,0.4775
128,8,128,1,0.3,0.0003,32,False,50,2,roc_auc,0.49295774647887325,0.46153846153846156,0.967741935483871,0.625,0.6362903225806451,0.325,0.5,0.4942528735632184,0.8958333333333334,0.6370370370370371,0.57125
256,4,512,1,0.3,0.001,32,False,50,2,roc_auc,0.49295774647887325,0.46153846153846156,0.967741935483871,0.625,0.635483870967742,0.30000000000000004,0.5816326530612245,0.5411764705882353,0.9583333333333334,0.6917293233082706,0.6712500000000001
128,8,512,2,0.2,0.001,16,False,50,2,roc_auc,0.6619718309859155,0.6521739130434783,0.4838709677419355,0.5555555555555556,0.635483870967742,0.45000000000000007,0.5816326530612245,0.6206896551724138,0.375,0.4675324675324675,0.5779166666666666
128,2,128,3,0.1,0.0005,16,False,50,2,roc_auc,0.4788732394366197,0.45588235294117646,1.0,0.6262626262626263,0.635483870967742,0.35,0.5306122448979592,0.5111111111111111,0.9583333333333334,0.6666666666666666,0.6454166666666667
256,4,128,2,0.3,0.0003,16,False,50,2,roc_auc,0.5633802816901409,0.5,0.9354838709677419,0.651685393258427,0.635483870967742,0.325,0.5204081632653061,0.5057471264367817,0.9166666666666666,0.6518518518518519,0.5075
128,8,256,1,0.1,0.0003,16,True,50,2,roc_auc,0.5352112676056338,0.48214285714285715,0.8709677419354839,0.6206896551724138,0.635483870967742,0.17500000000000002,0.46938775510204084,0.4777777777777778,0.8958333333333334,0.6231884057971014,0.49916666666666665
64,4,512,2,0.3,0.0005,16,False,50,2,roc_auc,0.6901408450704225,0.6363636363636364,0.6774193548387096,0.65625,0.635483870967742,0.42500000000000004,0.6122448979591837,0.5833333333333334,0.7291666666666666,0.6481481481481481,0.63375
64,2,256,3,0.2,0.0003,32,False,50,2,roc_auc,0.6338028169014085,0.5675675675675675,0.6774193548387096,0.6176470588235294,0.635483870967742,0.325,0.47959183673469385,0.47540983606557374,0.6041666666666666,0.5321100917431193,0.5295833333333333
64,8,256,1,0.4,0.0005,16,False,50,2,roc_auc,0.5352112676056338,0.48214285714285715,0.8709677419354839,0.6206896551724138,0.635483870967742,0.42500000000000004,0.5204081632653061,0.5058823529411764,0.8958333333333334,0.6466165413533834,0.5658333333333333
64,8,256,1,0.4,0.0003,32,True,50,2,roc_auc,0.5633802816901409,0.5,0.9032258064516129,0.6436781609195402,0.635483870967742,0.45000000000000007,0.4387755102040816,0.4492753623188406,0.6458333333333334,0.5299145299145299,0.40125
256,4,256,2,0.3,0.001,32,False,50,2,roc_auc,0.6197183098591549,0.5454545454545454,0.7741935483870968,0.64,0.635483870967742,0.475,0.6020408163265306,0.5692307692307692,0.7708333333333334,0.6548672566371682,0.6258333333333334
64,2,256,2,0.3,0.0003,16,True,50,2,roc_auc,0.5352112676056338,0.4827586206896552,0.9032258064516129,0.6292134831460674,0.635483870967742,0.475,0.5816326530612245,0.5492957746478874,0.8125,0.6554621848739496,0.5983333333333334
128,8,256,1,0.2,0.0003,16,False,50,2,roc_auc,0.5492957746478874,0.4918032786885246,0.967741935483871,0.6521739130434783,0.635483870967742,0.4,0.5204081632653061,0.5054945054945055,0.9583333333333334,0.6618705035971223,0.45166666666666666
64,8,512,2,0.4,0.0003,32,False,50,2,roc_auc,0.4647887323943662,0.4492753623188406,1.0,0.62,0.6354838709677418,0.225,0.46938775510204084,0.4772727272727273,0.875,0.6176470588235294,0.48500000000000004
256,8,512,1,0.1,0.001,32,False,50,2,roc_auc,0.5774647887323944,0.5098039215686274,0.8387096774193549,0.6341463414634146,0.6354838709677418,0.375,0.5612244897959183,0.5362318840579711,0.7708333333333334,0.6324786324786325,0.5654166666666667
128,8,256,2,0.2,0.0005,16,False,50,2,roc_auc,0.5492957746478874,0.4918032786885246,0.967741935483871,0.6521739130434783,0.6354838709677418,0.35,0.5102040816326531,0.5,0.8125,0.6190476190476191,0.5241666666666667
256,4,128,3,0.4,0.001,32,False,50,2,roc_auc,0.6056338028169014,0.5405405405405406,0.6451612903225806,0.5882352941176471,0.6346774193548388,0.2,0.6020408163265306,0.5714285714285714,0.75,0.6486486486486487,0.5733333333333333
256,8,256,3,0.1,0.001,32,False,50,2,roc_auc,0.5211267605633803,0.47619047619047616,0.967741935483871,0.6382978723404256,0.6346774193548388,0.125,0.4897959183673469,0.4891304347826087,0.9375,0.6428571428571429,0.5308333333333333
256,4,512,1,0.1,0.0003,16,False,50,2,roc_auc,0.4788732394366197,0.45588235294117646,1.0,0.6262626262626263,0.6346774193548388,0.275,0.47959183673469385,0.4842105263157895,0.9583333333333334,0.6433566433566433,0.5008333333333334
128,4,256,2,0.1,0.001,32,True,50,2,roc_auc,0.5915492957746479,0.5227272727272727,0.7419354838709677,0.6133333333333333,0.6346774193548388,0.1,0.5510204081632653,0.5294117647058824,0.75,0.6206896551724138,0.6341666666666667
256,4,128,1,0.3,0.0003,32,False,50,2,roc_auc,0.647887323943662,0.5652173913043478,0.8387096774193549,0.6753246753246753,0.6346774193548388,0.325,0.5408163265306123,0.5254237288135594,0.6458333333333334,0.5794392523364486,0.60625
256,2,256,1,0.1,0.001,32,False,50,2,roc_auc,0.5492957746478874,0.49122807017543857,0.9032258064516129,0.6363636363636364,0.6346774193548388,0.25,0.4489795918367347,0.4634146341463415,0.7916666666666666,0.5846153846153846,0.5491666666666667
64,8,128,2,0.3,0.001,16,True,50,2,roc_auc,0.5492957746478874,0.49122807017543857,0.9032258064516129,0.6363636363636364,0.6346774193548387,0.45000000000000007,0.3877551020408163,0.42857142857142855,0.75,0.5454545454545454,0.48250000000000004
64,8,128,2,0.3,0.0005,16,False,50,2,roc_auc,0.6197183098591549,0.5526315789473685,0.6774193548387096,0.6086956521739131,0.6346774193548387,0.225,0.6224489795918368,0.5846153846153846,0.7916666666666666,0.672566371681416,0.66
256,2,128,2,0.2,0.0005,16,True,50,2,roc_auc,0.676056338028169,0.7,0.45161290322580644,0.5490196078431373,0.6346774193548387,0.85,0.5510204081632653,0.5909090909090909,0.2708333333333333,0.37142857142857144,0.6270833333333333
64,8,256,2,0.4,0.0005,32,True,50,2,roc_auc,0.5070422535211268,0.46875,0.967741935483871,0.631578947368421,0.6346774193548387,0.2,0.5408163265306123,0.5168539325842697,0.9583333333333334,0.6715328467153284,0.48458333333333337
128,8,128,2,0.1,0.0005,32,False,50,2,roc_auc,0.6338028169014085,0.5675675675675675,0.6774193548387096,0.6176470588235294,0.6346774193548387,0.45000000000000007,0.5510204081632653,0.5370370370370371,0.6041666666666666,0.5686274509803921,0.5833333333333335
64,8,128,3,0.1,0.0005,16,False,50,2,roc_auc,0.4507042253521127,0.44285714285714284,1.0,0.6138613861386139,0.6346774193548387,0.325,0.47959183673469385,0.4845360824742268,0.9791666666666666,0.6482758620689655,0.47375000000000006
128,2,256,3,0.1,0.0003,16,True,50,2,roc_auc,0.5915492957746479,0.5192307692307693,0.8709677419354839,0.6506024096385542,0.6346774193548387,0.45000000000000007,0.47959183673469385,0.4794520547945205,0.7291666666666666,0.5785123966942148,0.50875
64,4,128,2,0.2,0.0003,32,False,50,2,roc_auc,0.4507042253521127,0.44285714285714284,1.0,0.6138613861386139,0.6346774193548387,0.2,0.4897959183673469,0.4895833333333333,0.9791666666666666,0.6527777777777778,0.43333333333333335
64,2,256,3,0.3,0.001,32,True,50,2,roc_auc,0.5774647887323944,0.5087719298245614,0.9354838709677419,0.6590909090909091,0.6346774193548387,0.4,0.5306122448979592,0.5131578947368421,0.8125,0.6290322580645161,0.5208333333333333
64,2,128,1,0.1,0.0003,16,True,50,2,roc_auc,0.5211267605633803,0.47540983606557374,0.9354838709677419,0.6304347826086957,0.6338709677419355,0.475,0.4897959183673469,0.4883720930232558,0.875,0.6268656716417911,0.5254166666666666
256,4,256,1,0.1,0.0005,16,False,50,2,roc_auc,0.5352112676056338,0.4838709677419355,0.967741935483871,0.6451612903225806,0.6338709677419355,0.4,0.5408163265306123,0.5164835164835165,0.9791666666666666,0.6762589928057554,0.5991666666666666
256,8,512,3,0.4,0.0005,32,False,50,2,roc_auc,0.49295774647887325,0.4626865671641791,1.0,0.6326530612244898,0.6338709677419355,0.325,0.5,0.4946236559139785,0.9583333333333334,0.6524822695035462,0.58125
128,4,512,1,0.4,0.001,32,True,50,2,roc_auc,0.5352112676056338,0.48214285714285715,0.8709677419354839,0.6206896551724138,0.6338709677419354,0.375,0.5714285714285714,0.5375,0.8958333333333334,0.671875,0.6029166666666668
64,2,128,1,0.4,0.0005,16,False,50,2,roc_auc,0.647887323943662,0.5833333333333334,0.6774193548387096,0.6268656716417911,0.6338709677419354,0.4,0.5612244897959183,0.5510204081632653,0.5625,0.5567010309278351,0.5358333333333334
256,4,256,2,0.4,0.0005,32,True,50,2,roc_auc,0.647887323943662,0.5833333333333334,0.6774193548387096,0.6268656716417911,0.6338709677419354,0.45000000000000007,0.5204081632653061,0.509090909090909,0.5833333333333334,0.5436893203883495,0.5404166666666667
256,2,512,1,0.1,0.001,32,True,50,2,roc_auc,0.43661971830985913,0.43661971830985913,1.0,0.6078431372549019,0.6338709677419354,0.1,0.4897959183673469,0.4897959183673469,1.0,0.6575342465753424,0.5316666666666667
64,4,256,1,0.2,0.001,32,True,50,2,roc_auc,0.5633802816901409,0.5,0.967741935483871,0.6593406593406593,0.6338709677419354,0.375,0.47959183673469385,0.4838709677419355,0.9375,0.6382978723404256,0.5341666666666667
64,4,512,1,0.2,0.0005,32,False,50,2,roc_auc,0.4507042253521127,0.44285714285714284,1.0,0.6138613861386139,0.6338709677419354,0.325,0.5204081632653061,0.5054945054945055,0.9583333333333334,0.6618705035971223,0.6091666666666666
256,4,512,3,0.3,0.001,16,False,50,2,roc_auc,0.6338028169014085,0.5581395348837209,0.7741935483870968,0.6486486486486487,0.6338709677419354,0.17500000000000002,0.6122448979591837,0.5925925925925926,0.6666666666666666,0.6274509803921569,0.6470833333333333
256,8,512,3,0.3,0.0005,16,False,50,2,roc_auc,0.5774647887323944,0.5084745762711864,0.967741935483871,0.6666666666666666,0.6338709677419354,0.375,0.5612244897959183,0.5324675324675324,0.8541666666666666,0.656,0.5879166666666666
128,8,512,1,0.4,0.0005,32,False,50,2,roc_auc,0.5070422535211268,0.4696969696969697,1.0,0.6391752577319587,0.6330645161290323,0.325,0.47959183673469385,0.48314606741573035,0.8958333333333334,0.6277372262773723,0.5008333333333334
256,2,128,2,0.4,0.0003,16,True,50,2,roc_auc,0.6338028169014085,0.5555555555555556,0.8064516129032258,0.6578947368421053,0.6330645161290323,0.45000000000000007,0.46938775510204084,0.4666666666666667,0.5833333333333334,0.5185185185185185,0.5395833333333334
256,2,128,2,0.2,0.001,16,False,50,2,roc_auc,0.5070422535211268,0.46875,0.967741935483871,0.631578947368421,0.6330645161290323,0.225,0.5102040816326531,0.5,0.9791666666666666,0.6619718309859155,0.5825
256,2,512,1,0.2,0.001,16,False,50,2,roc_auc,0.647887323943662,0.5789473684210527,0.7096774193548387,0.6376811594202898,0.6330645161290323,0.25,0.5714285714285714,0.55,0.6875,0.6111111111111112,0.5904166666666666
64,8,512,3,0.2,0.0003,32,False,50,2,roc_auc,0.5492957746478874,0.4918032786885246,0.967741935483871,0.6521739130434783,0.6330645161290323,0.42500000000000004,0.47959183673469385,0.4827586206896552,0.875,0.6222222222222222,0.46333333333333326
256,8,512,2,0.3,0.001,16,True,50,2,roc_auc,0.6056338028169014,0.5517241379310345,0.5161290322580645,0.5333333333333333,0.6330645161290323,0.1,0.6224489795918368,0.6410256410256411,0.5208333333333334,0.5747126436781609,0.6708333333333333
128,2,256,1,0.3,0.001,32,True,50,2,roc_auc,0.4507042253521127,0.44285714285714284,1.0,0.6138613861386139,0.6330645161290323,0.1,0.4897959183673469,0.4897959183673469,1.0,0.6575342465753424,0.5495833333333333
64,2,256,3,0.3,0.0003,16,False,50,2,roc_auc,0.5352112676056338,0.48214285714285715,0.8709677419354839,0.6206896551724138,0.6330645161290323,0.45000000000000007,0.5714285714285714,0.5405405405405406,0.8333333333333334,0.6557377049180327,0.5583333333333333
64,4,512,2,0.1,0.0003,16,False,50,2,roc_auc,0.6619718309859155,0.7058823529411765,0.3870967741935484,0.5,0.6330645161290323,0.2,0.4897959183673469,0.45454545454545453,0.20833333333333334,0.2857142857142857,0.5
256,8,128,3,0.4,0.001,16,False,50,2,roc_auc,0.6338028169014085,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.6330645161290323,0.125,0.5816326530612245,0.5714285714285714,0.5833333333333334,0.5773195876288659,0.5758333333333333
64,4,512,2,0.2,0.0005,16,False,50,2,roc_auc,0.49295774647887325,0.4626865671641791,1.0,0.6326530612244898,0.6330645161290323,0.275,0.47959183673469385,0.4845360824742268,0.9791666666666666,0.6482758620689655,0.5283333333333333
256,4,128,2,0.2,0.0005,32,True,50,2,roc_auc,0.5211267605633803,0.47540983606557374,0.9354838709677419,0.6304347826086957,0.6330645161290323,0.125,0.5612244897959183,0.5308641975308642,0.8958333333333334,0.6666666666666666,0.5429166666666666
256,8,512,3,0.2,0.001,16,True,50,2,roc_auc,0.6056338028169014,0.5405405405405406,0.6451612903225806,0.5882352941176471,0.6330645161290323,0.1,0.5714285714285714,0.5625,0.5625,0.5625,0.6329166666666668
128,4,128,3,0.3,0.001,32,True,50,2,roc_auc,0.6197183098591549,0.5833333333333334,0.45161290322580644,0.509090909090909,0.6330645161290323,0.125,0.5102040816326531,0.5,0.3958333333333333,0.4418604651162791,0.5529166666666667
256,8,512,2,0.3,0.001,32,True,50,2,roc_auc,0.5915492957746479,0.5217391304347826,0.7741935483870968,0.6233766233766234,0.6330645161290323,0.275,0.47959183673469385,0.4794520547945205,0.7291666666666666,0.5785123966942148,0.5570833333333334
256,2,512,2,0.1,0.0005,32,True,50,2,roc_auc,0.6338028169014085,0.6190476190476191,0.41935483870967744,0.5,0.6330645161290323,0.8250000000000001,0.5714285714285714,0.6,0.375,0.46153846153846156,0.5833333333333333
64,2,512,3,0.1,0.001,32,True,50,2,roc_auc,0.5633802816901409,0.5,0.9032258064516129,0.6436781609195402,0.6330645161290323,0.85,0.6122448979591837,0.5714285714285714,0.8333333333333334,0.6779661016949152,0.6916666666666668
64,4,256,3,0.3,0.0005,16,True,50,2,roc_auc,0.6056338028169014,0.5365853658536586,0.7096774193548387,0.6111111111111112,0.6330645161290323,0.17500000000000002,0.5816326530612245,0.5492957746478874,0.8125,0.6554621848739496,0.6129166666666666
256,4,512,3,0.3,0.0003,16,False,50,2,roc_auc,0.5070422535211268,0.46875,0.967741935483871,0.631578947368421,0.6330645161290323,0.325,0.5306122448979592,0.5108695652173914,0.9791666666666666,0.6714285714285714,0.6304166666666667
64,2,512,2,0.4,0.0005,16,True,50,2,roc_auc,0.43661971830985913,0.43661971830985913,1.0,0.6078431372549019,0.6330645161290323,0.1,0.4897959183673469,0.4897959183673469,1.0,0.6575342465753424,0.5108333333333334
256,2,128,1,0.2,0.0003,32,True,50,2,roc_auc,0.6197183098591549,0.55,0.7096774193548387,0.6197183098591549,0.6330645161290323,0.4,0.4897959183673469,0.4857142857142857,0.7083333333333334,0.576271186440678,0.49374999999999997
256,2,128,1,0.1,0.0005,16,True,50,2,roc_auc,0.5633802816901409,0.5,0.8387096774193549,0.6265060240963856,0.6330645161290323,0.42500000000000004,0.45918367346938777,0.45901639344262296,0.5833333333333334,0.5137614678899083,0.5166666666666666
128,2,128,2,0.4,0.001,16,False,50,2,roc_auc,0.5774647887323944,0.5094339622641509,0.8709677419354839,0.6428571428571429,0.6330645161290323,0.625,0.6326530612244898,0.603448275862069,0.7291666666666666,0.660377358490566,0.645
64,4,512,3,0.4,0.0005,32,True,50,2,roc_auc,0.5492957746478874,0.49122807017543857,0.9032258064516129,0.6363636363636364,0.6330645161290321,0.4,0.41836734693877553,0.4444444444444444,0.75,0.5581395348837209,0.48458333333333325
256,4,256,1,0.3,0.0005,16,True,50,2,roc_auc,0.4647887323943662,0.4492753623188406,1.0,0.62,0.6330645161290321,0.4,0.4897959183673469,0.4897959183673469,1.0,0.6575342465753424,0.5470833333333333
256,2,128,3,0.3,0.0005,32,False,50,2,roc_auc,0.6197183098591549,0.5454545454545454,0.7741935483870968,0.64,0.6322580645161291,0.17500000000000002,0.5816326530612245,0.5636363636363636,0.6458333333333334,0.6019417475728155,0.5945833333333334
128,2,256,1,0.2,0.0003,32,True,50,2,roc_auc,0.5774647887323944,0.5102040816326531,0.8064516129032258,0.625,0.6322580645161291,0.45000000000000007,0.5102040816326531,0.5,0.7083333333333334,0.5862068965517241,0.5179166666666667
256,4,512,3,0.4,0.001,16,False,50,2,roc_auc,0.6619718309859155,0.5813953488372093,0.8064516129032258,0.6756756756756757,0.6322580645161291,0.45000000000000007,0.6020408163265306,0.5714285714285714,0.75,0.6486486486486487,0.6245833333333334
256,2,512,3,0.1,0.0005,16,False,50,2,roc_auc,0.6197183098591549,0.5454545454545454,0.7741935483870968,0.64,0.6322580645161291,0.225,0.6020408163265306,0.5692307692307692,0.7708333333333334,0.6548672566371682,0.6412499999999999
256,8,512,2,0.1,0.0003,32,True,50,2,roc_auc,0.5774647887323944,0.5094339622641509,0.8709677419354839,0.6428571428571429,0.6322580645161291,0.25,0.6122448979591837,0.5675675675675675,0.875,0.6885245901639344,0.6604166666666667
256,4,512,2,0.2,0.0005,16,False,50,2,roc_auc,0.5352112676056338,0.4827586206896552,0.9032258064516129,0.6292134831460674,0.6322580645161291,0.325,0.5510204081632653,0.524390243902439,0.8958333333333334,0.6615384615384615,0.58875
256,8,128,2,0.2,0.001,16,False,50,2,roc_auc,0.5070422535211268,0.46551724137931033,0.8709677419354839,0.6067415730337079,0.6322580645161291,0.17500000000000002,0.47959183673469385,0.48148148148148145,0.8125,0.6046511627906976,0.4820833333333333
64,2,512,1,0.3,0.0005,32,True,50,2,roc_auc,0.5352112676056338,0.4838709677419355,0.967741935483871,0.6451612903225806,0.6322580645161291,0.325,0.5510204081632653,0.5232558139534884,0.9375,0.6716417910447762,0.6
256,4,256,3,0.2,0.001,32,True,50,2,roc_auc,0.5915492957746479,0.5192307692307693,0.8709677419354839,0.6506024096385542,0.6322580645161291,0.1,0.46938775510204084,0.4722222222222222,0.7083333333333334,0.5666666666666667,0.5316666666666666
64,8,128,3,0.3,0.001,16,True,50,2,roc_auc,0.4507042253521127,0.44285714285714284,1.0,0.6138613861386139,0.6322580645161291,0.325,0.5,0.4948453608247423,1.0,0.6620689655172414,0.5629166666666667
128,8,256,3,0.1,0.0005,32,True,50,2,roc_auc,0.647887323943662,0.6153846153846154,0.5161290322580645,0.5614035087719298,0.6322580645161291,0.125,0.5510204081632653,0.55,0.4583333333333333,0.5,0.61375
64,4,128,1,0.3,0.0003,32,False,50,2,roc_auc,0.5633802816901409,0.5,0.8387096774193549,0.6265060240963856,0.6322580645161291,0.42500000000000004,0.5,0.49333333333333335,0.7708333333333334,0.6016260162601627,0.4895833333333333
128,2,256,1,0.1,0.0003,32,False,50,2,roc_auc,0.5492957746478874,0.4918032786885246,0.967741935483871,0.6521739130434783,0.6322580645161291,0.1,0.4897959183673469,0.48936170212765956,0.9583333333333334,0.647887323943662,0.48291666666666666
64,2,256,3,0.4,0.001,16,True,50,2,roc_auc,0.647887323943662,0.5882352941176471,0.6451612903225806,0.6153846153846154,0.6322580645161291,0.525,0.7142857142857143,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.6745833333333333
256,4,256,1,0.1,0.0005,32,True,50,2,roc_auc,0.5492957746478874,0.4897959183673469,0.7741935483870968,0.6,0.632258064516129,0.15000000000000002,0.6326530612244898,0.5909090909090909,0.8125,0.6842105263157895,0.6891666666666667
256,2,256,3,0.1,0.001,16,True,50,2,roc_auc,0.6197183098591549,0.5434782608695652,0.8064516129032258,0.6493506493506493,0.632258064516129,0.125,0.5714285714285714,0.55,0.6875,0.6111111111111112,0.6525000000000001
256,4,128,1,0.4,0.0005,16,True,50,2,roc_auc,0.4788732394366197,0.45588235294117646,1.0,0.6262626262626263,0.632258064516129,0.4,0.5102040816326531,0.5,0.9791666666666666,0.6619718309859155,0.6395833333333334
64,8,512,2,0.3,0.0003,16,False,50,2,roc_auc,0.5774647887323944,0.5098039215686274,0.8387096774193549,0.6341463414634146,0.632258064516129,0.35,0.5816326530612245,0.5522388059701493,0.7708333333333334,0.6434782608695652,0.64375
256,8,512,3,0.1,0.001,16,False,50,2,roc_auc,0.5915492957746479,0.5833333333333334,0.22580645161290322,0.32558139534883723,0.6314516129032258,0.7000000000000001,0.6428571428571429,0.8095238095238095,0.3541666666666667,0.4927536231884058,0.6929166666666665
128,8,512,2,0.3,0.001,16,False,50,2,roc_auc,0.6197183098591549,0.5454545454545454,0.7741935483870968,0.64,0.6314516129032258,0.4,0.6020408163265306,0.5692307692307692,0.7708333333333334,0.6548672566371682,0.64625
128,4,512,1,0.4,0.0003,32,True,50,2,roc_auc,0.6197183098591549,0.55,0.7096774193548387,0.6197183098591549,0.6314516129032258,0.4,0.47959183673469385,0.4745762711864407,0.5833333333333334,0.5233644859813084,0.5045833333333333
256,2,256,3,0.4,0.0003,32,False,50,2,roc_auc,0.6338028169014085,0.5609756097560976,0.7419354838709677,0.6388888888888888,0.6314516129032258,0.375,0.5204081632653061,0.5076923076923077,0.6875,0.584070796460177,0.5670833333333333
256,2,512,1,0.2,0.0003,16,False,50,2,roc_auc,0.5352112676056338,0.4827586206896552,0.9032258064516129,0.6292134831460674,0.6314516129032258,0.25,0.5,0.4939759036144578,0.8541666666666666,0.6259541984732825,0.5666666666666665
256,8,256,1,0.2,0.0003,32,False,50,2,roc_auc,0.4788732394366197,0.453125,0.9354838709677419,0.6105263157894737,0.6314516129032258,0.30000000000000004,0.4489795918367347,0.4673913043478261,0.8958333333333334,0.6142857142857143,0.46291666666666664
128,8,256,1,0.4,0.0005,16,True,50,2,roc_auc,0.5633802816901409,0.5,0.8387096774193549,0.6265060240963856,0.6314516129032258,0.5,0.5408163265306123,0.5211267605633803,0.7708333333333334,0.6218487394957983,0.6141666666666666
64,8,256,2,0.1,0.0005,16,False,50,2,roc_auc,0.4788732394366197,0.45588235294117646,1.0,0.6262626262626263,0.6314516129032258,0.35,0.5,0.4946236559139785,0.9583333333333334,0.6524822695035462,0.5408333333333333
128,2,256,2,0.2,0.001,16,True,50,2,roc_auc,0.5633802816901409,0.5,0.8709677419354839,0.6352941176470588,0.6314516129032258,0.5,0.5816326530612245,0.5492957746478874,0.8125,0.6554621848739496,0.6370833333333333
